1/1	0:04:19
1/1	0:09:19
1/1	0:14:19
1/1	0:19:19
1/1	0:24:19
1/1	0:29:19
1/1	0:34:19
1/1	0:39:19
1/1	0:44:19
1/1	0:49:19
1/1	0:54:19
1/1	0:59:19
0/1	1:04:19
0/0	1:09:19
0/0	1:14:19
0/0	1:19:19
0/0	1:24:19
0/0	1:29:19
0/0	1:34:19
0/0	1:39:19
0/0	1:44:19
0/0	1:49:19
0/0	1:54:19
0/0	1:59:19
0/0	2:04:19
0/0	2:09:19
0/0	2:14:19
0/0	2:19:19
0/0	2:24:19
0/0	2:29:19
0/0	2:34:19
0/0	2:39:19
0/0	2:44:19
0/0	2:49:19
0/0	2:54:19
0/0	2:59:19
0/0	3:04:19
0/0	3:09:19
0/0	3:14:19
0/0	3:19:19
0/0	3:24:19
0/0	3:29:19
0/0	3:34:19
0/0	3:39:19
0/0	3:44:19
0/0	3:49:19
0/0	3:54:19
0/0	3:59:19
0/0	4:04:19
0/0	4:09:19
0/0	4:14:19
0/0	4:19:19
0/0	4:24:19
0/0	4:29:19
0/0	4:34:19
0/0	4:39:19
0/0	4:44:19
0/0	4:49:19
0/0	4:54:19
0/0	4:59:19
0/0	5:04:19
0/0	5:09:19
0/0	5:14:19
0/0	5:19:19
0/0	5:24:19
0/0	5:29:19
0/0	5:34:19
0/0	5:39:19
0/0	5:44:19
0/0	5:49:19
0/0	5:54:19
0/0	5:59:19
0/0	6:04:19
0/0	6:09:19
0/0	6:14:19
0/0	6:19:19
0/0	6:24:19
0/0	6:29:19
0/0	6:34:19
0/0	6:39:19
0/0	6:44:19
0/0	6:49:19
0/0	6:54:19
0/0	6:59:19
0/0	7:04:19
0/0	7:09:19
0/0	7:14:19
0/0	7:19:19
0/0	7:24:19
0/0	7:29:19
0/0	7:34:19
0/0	7:39:19
0/0	7:44:19
0/0	7:49:19
0/0	7:54:19
0/0	7:59:19
0/0	8:04:19
0/0	8:09:19
0/0	8:14:19
0/0	8:19:19
0/0	8:24:19
0/0	8:29:19
0/0	8:34:19
0/0	8:39:19
0/0	8:44:19
0/0	8:49:19
0/0	8:54:19
0/0	8:59:19
0/0	9:04:19
0/0	9:09:19
0/0	9:14:19
0/0	9:19:19
0/0	9:24:19
0/0	9:29:19
0/0	9:34:19
0/0	9:39:19
0/0	9:44:19
0/0	9:49:19
0/0	9:54:19
0/0	9:59:19
0/0	10:04:19
0/0	10:09:19
0/0	10:14:19
0/0	10:19:19
0/0	10:24:19
0/0	10:29:19
0/0	10:34:19
0/0	10:39:19
0/0	10:44:19
0/0	10:49:19
0/0	10:54:19
0/0	10:59:19
0/0	11:04:19
0/0	11:09:19
0/0	11:14:19
0/0	11:19:19
0/0	11:24:19
0/0	11:29:19
0/0	11:34:19
0/0	11:39:19
0/0	11:44:19
0/0	11:49:19
0/0	11:54:19
0/0	11:59:19
1/1	12:04:19
1/1	12:09:19
1/1	12:14:19
0/0	12:21:19
2/2	12:26:19
2/2	12:31:19
2/2	12:36:19
2/2	12:41:19
2/2	12:46:19
2/2	12:51:19
2/2	12:56:19
2/2	13:01:19
2/2	13:06:19
2/2	13:11:19
2/2	13:16:19
2/2	13:21:19
2/2	13:26:19
2/2	13:31:19
2/2	13:36:19
0/2	13:41:19
0/0	13:46:19
1/1	13:51:19
1/1	13:56:19
1/1	14:01:19
1/1	14:06:19
1/1	14:11:19
2/2	14:16:19
2/2	14:21:19
2/2	14:26:19
2/2	14:31:19
1/2	14:36:19
2/2	14:41:19
1/2	14:46:19
1/1	14:51:19
1/1	14:56:19
1/1	15:01:19
2/2	15:06:19
2/2	15:11:19
2/2	15:16:19
2/2	15:21:19
2/2	15:26:19
2/2	15:31:19
2/2	15:36:19
2/2	15:41:19
2/2	15:46:19
2/2	15:51:19
2/2	15:56:19
2/2	16:01:19
2/2	16:06:19
2/2	16:11:19
2/2	16:16:19
2/2	16:21:19
2/2	16:26:19
2/2	16:31:19
2/2	16:36:19
2/2	16:41:19
2/2	16:46:19
0/2	16:51:19
1/1	16:56:19
1/1	17:01:19
1/1	17:06:19
1/1	17:11:19
1/1	17:16:19
1/1	17:21:19
1/1	17:26:19
1/1	17:31:19
1/1	17:36:19
1/1	17:41:19
1/1	17:46:19
1/1	17:51:19
1/1	17:56:19
1/1	18:01:19
1/1	18:06:19
1/1	18:11:19
1/1	18:16:19
1/1	18:21:19
2/2	18:26:19
1/2	18:31:19
1/1	18:36:19
2/2	18:41:19
2/2	18:46:19
2/2	18:51:19
2/2	18:56:19
2/2	19:01:19
2/2	19:06:19
0/1	20:32:33
0/1	20:37:33
0/0	20:42:33
0/0	20:47:33
0/0	20:52:33
0/0	20:57:33
0/0	21:02:33
0/0	21:07:33
1/1	21:12:33
1/1	21:17:33
0/1	21:22:33
1/1	21:27:33
1/1	21:32:33
1/1	21:37:33
1/1	21:42:33
1/1	21:47:33
1/1	21:52:33
1/1	21:57:33
1/1	22:02:33
1/1	22:07:33
0/1	22:12:33
0/0	22:17:33
0/0	22:22:33
0/0	22:27:33
0/0	22:32:33
0/0	22:37:33
0/0	22:42:33
0/0	22:47:33
0/0	22:52:33
0/0	22:57:33
0/0	23:02:33
0/0	23:07:33
0/0	23:12:33
0/0	23:17:33
1/1	23:22:33
0/1	23:27:33
0/0	23:32:33
0/0	23:37:33
0/0	23:42:33
0/0	23:47:33
0/0	23:52:33
0/0	23:57:33
